"city","state","btus_pmile_ave","density","lookup","lon","lat"
"Woodbridge","VA",2713.5,1139.2188365651,"Woodbridge, VA",-77.2497049,38.6581722
"Woodland","CA",9683.15,4852.11009174312,"Woodland, CA",-121.7732971,38.6785157
"Wood Ridge","NJ",16733.9,356.07476635514,"Wood Ridge, NJ",-74.0879195,40.8456555
"Worcester","MA",13604.0666666667,553.497690531178,"Worcester, MA",-71.8022934,42.2625932
"Xenia","OH",9534.3,347.967058823529,"Xenia, OH",-83.9296526,39.6847822
"Yakima","WA",8191.9,3286.96428571429,"Yakima, WA",-120.5058987,46.6020711
"Yaphank","NY",11909.6,1639.24259055982,"Yaphank, NY",-72.9170487,40.8367653
"York","PA",12855.52,419.046103183315,"York, PA",-76.727745,39.9625984
"Youngstown","OH",17605.65,667.136258660508,"Youngstown, OH",-80.6495194,41.0997803
"Yuma","AZ",10228.3,1782.11538461538,"Yuma, AZ",-114.6276916,32.6926512
